SET_NAME,YEAR,THEME,UNIQUE_PARTS,TOTAL_PARTS,UNIQUENESS
Grand Carousel,2009,Sculptures,2,292,0.006849
Lufthansa Boeing 727,1976,Airport,1,19,0.052632
Sprockets,2009,Technic,0,2,0.000000
Scorpion Buggy,2000,Race,0,43,0.000000
Plane Accessories,1993,Service Packs,0,13,0.000000
"Basic Motor, 9V",1996,Supplemental,0,8,0.000000
Agent Mater,2011,Duplo,1,9,0.111111
Vicious Viper,2011,Power Racers,0,54,0.000000
Zoo Train,2012,Duplo,3,12,0.250000
"60024 Advent Calendar 2013, City (Day 15)",2013,City,0,15,0.000000
Airport,2006,Airport,1,242,0.004132
Castle Equipment,1993,Castle,0,27,0.000000
Aero Tube Hanger,2001,Life On Mars,5,195,0.025641
Shell Tanker Wagon,1980,4.5V,0,32,0.000000
Golden Guardian [Limited Gold Edition],2007,Exo-Force,2,94,0.021277
3D Witch (Legoland California),2004,Holiday,0,42,0.000000
Brick Street Customs,2008,Tiny Turbos,0,288,0.000000
Fire Emergency,2013,Fire,0,136,0.000000
Rebel Snowspeeder - UCS,2003,Star Wars Episode 4/5/6,1,288,0.003472
Vermin Vaporizer,2013,Galaxy Squad,5,197,0.025381
Battery Box,1976,4.5V,0,1,0.000000
Playhouse Set,2010,Duplo,0,52,0.000000
Kuffs,2016,Series 7,0,41,0.000000
Fire Boat,1982,Boat,0,66,0.000000
Sea Helicopter,2001,Creator,0,10,0.000000
Supplemental Pack for Shuttle Adventure Set 10213,2010,Service Packs,0,5,0.000000
Black Monarch's Castle,1988,Black Knights,1,141,0.007092
Toddler Build and Boat Fun,2014,Duplo,4,17,0.235294
The Tower of Orthanc,2013,The Two Towers,7,423,0.016548
Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon,2011,Star Wars,0,10,0.000000
Speedboat,1999,Harbor,0,19,0.000000
Cylinder Motor,1991,Technic,0,5,0.000000
Dalmatian Station Building Set,1994,Basic,4,43,0.093023
X-Wing,2014,Star Wars Other,0,12,0.000000
Advent Calendar 2007 Belville (Day 14) Flowers,2007,Belville,0,7,0.000000
Desert Rover,2011,Pharaoh's Quest,0,23,0.000000
Blossom Fairy,2006,Fairy-Tale,1,35,0.028571
Racer,1997,Freestyle,0,33,0.000000
Breakdown Truck and Car,1973,Factory,0,37,0.000000
Ultimate Defense,2003,Basketball,0,60,0.000000
AT-TE,2003,Star Wars Episode 2,1,167,0.005988
Diver - Complete Set,2012,Series 8 Minifigures,4,7,0.571429
Race Kart,2016,Technic,1,92,0.010870
Surf N' Sail Camper,1992,Recreation,1,113,0.008850
Hakann,2006,Piraka,3,26,0.115385
Grip 'n' Go Challenge,2000,Race,1,136,0.007353
Fire Chief's Car,1981,Fire,2,31,0.064516
Friends Baking Set,2013,Friends,1,9,0.111111
Tipping Wagon,1969,4.5V,0,10,0.000000
Advent Calendar 2007 Belville (Day 10) Snowman,2007,Belville,0,5,0.000000
Belville Accessories,1995,Belville,0,9,0.000000
Piraka Outpost,2006,Playsets,0,92,0.000000
Santa's Elves,1991,Christmas,0,15,0.000000
Dune Blaster,1994,Off-Road,0,79,0.000000
Electric Freestyle Set,1995,Freestyle,1,117,0.008547
Train with 12V Electric Motor,1969,12V,8,67,0.119403
Mammoth’s Frozen Stronghold,2015,Legends of Chima,7,223,0.031390
Buzz Lightyear,2016,Disney,5,7,0.714286
Crater Crawler,1985,Classic Space,0,22,0.000000
Dune Hopper,2011,Basic Model,0,71,0.000000
Attack of the Morro Dragon,2015,Ninjago,2,190,0.010526
LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,2009,Star Wars Other,3,3,1.000000
Kornmarken Factory 2012,2012,Other,2,51,0.039216
Steering Wheels (Pack of 25),2002,Technic,0,1,0.000000
"Gates and Fence, Red (System)",1967,Supplemental,0,3,0.000000
Train Motor 4.5V Type II Lower Housing,1981,Train,0,1,0.000000
Brown Tiles,2002,Bulk Bricks,0,3,0.000000
Vladek (European version without Cards),2004,Knights Kingdom II,0,20,0.000000
LEGO® DIMENSIONS™ Bad Cop Fun Pack,2015,Dimensions,1,41,0.024390
Pretty Playland,1994,Playhouse,0,50,0.000000
Advent Calendar 2002 Creator (Day  1) Squirrel,2002,Creator,0,7,0.000000
Little Eagle,2013,Creator,0,26,0.000000
Big Pirate Ship,2006,Duplo,1,24,0.041667
Auxiliary Patroller,1989,Futuron,0,33,0.000000
MX-71 Recon Dropship,2007,Mars Mission,0,171,0.000000
Blue Girder Beams & Plates,1982,Technic,0,6,0.000000
Spinlyn's Cavern,2014,Legends of Chima,3,206,0.014563
"Advent Calendar 2013, Star Wars (Day 16) - Geonosian Weapons Depot",2013,Star Wars,0,11,0.000000
Dragon Mountain,2013,Castle,13,206,0.063107
Doctor Strange's Sanctum Sanctorum,2016,Marvel,12,133,0.090226
"Advent Calendar 2014, Friends (Day 21) - Radio and Cell Phone",2014,Friends,0,7,0.000000
X-Large Tires / 81 mm Tyres and Hubs,1987,Technic,0,2,0.000000
Audi R18 e-tron quattro,2016,Speed Champions,2,89,0.022472
Cute Little Devil Set,2016,Series 16 Minifigures,5,10,0.500000
Jungle Crasher,2004,Power Racers,2,39,0.051282
Advent Calendar 2004 Clikits (Day 11) Icons,2004,Clikits,0,8,0.000000
Bandit's Wheelgun (Boxed),1997,Cowboys,0,18,0.000000
Big Front Loader,2013,Duplo,3,12,0.250000
Complete Train Set with Motor and Signal,1976,4.5V,0,55,0.000000
Dolphin Show,1998,Recreation,3,39,0.076923
Pole Reverser Switches for Battery Box,1985,Technic,1,1,1.000000
Advent Calendar 2005 City (Day  4) Policeman,2005,City,0,5,0.000000
1 x 8 Light Grey Bricks,2000,Bulk Bricks,0,1,0.000000
Bucketful of Fun,1998,Classic Basic,0,49,0.000000
Crosstown Craze,2008,Tiny Turbos,0,175,0.000000
Tire Pack (Set of 8),2002,Service Packs,0,3,0.000000
Sandy Moondust Mars Rover Mission Astrobot Female,2002,Space,0,6,0.000000
Red Box,1973,Supplemental,0,1,0.000000
Emirates Airliner,1989,Airport,1,61,0.016393
Police Copter,2001,Police,1,16,0.062500
Parrot's Perch,2013,Animals,0,23,0.000000
Darkseid Invasion,2015,Justice League,8,206,0.038835
Weetabix Castle,1970,Castle,0,51,0.000000
AAT,2015,Star Wars Episode 1,0,122,0.000000
Audi R8 LMS ultra,2016,Speed Champions,4,92,0.043478
Tanma,2008,Matoran of Light,1,9,0.111111
Apple - Hong Kong Lego Show Promotional,2007,Food & Drink,0,6,0.000000
Viking Warrior challenges the Fenris Wolf,2005,Vikings,0,42,0.000000
TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,Technic,0,2,0.000000
Delivery Truck,1990,Food & Drink,0,55,0.000000
"Toggle Joints & Connectors / Pegs, Bushings, & Couplers",1998,Technic,0,10,0.000000
Monthly Mini Model Build July 2016 - Frog,2016,Monthly Mini Model Build,0,33,0.000000
Assorted Dark Gray Bricks,2004,Bulk Bricks,0,12,0.000000
"Notebook, Baseplate Cover with Alphanumeric Tiles and Lego Logo Clasp",2013,Gear,0,46,0.000000
2 x 3 Bricks,1955,Supplemental,0,4,0.000000
Lion,1987,Basic,0,8,0.000000
Vardy's Ice Vulture Glider,2014,Legends of Chima,0,108,0.000000
LEGO Creative Value Pack (TRU Exclusive),2010,Basic Set,1,2,0.500000
Passenger Sleeping Car,1975,4.5V,0,15,0.000000
Monster Truck Transporter,2013,City,1,153,0.006536
Dol Guldur Ambush,2013,The Desolation of Smaug,4,96,0.041667
WALL•E [Original Version],2015,LEGO Ideas and CUUSOO,0,191,0.000000
Rhotuka Spinners,2005,Supplemental,0,2,0.000000
Surfer,2001,Xalax,2,6,0.333333
Dragon Fight,2011,Ninjago,0,25,0.000000
Bird,1998,Basic Model,0,11,0.000000
Girls Fantasy Bucket,2006,Basic Set,0,52,0.000000
Girl's Freestyle Suitcase,1995,Freestyle,5,98,0.051020
Go! LEGO Shogun,1998,Ninja,0,20,0.000000
Witch Doctor,2011,Villains,1,53,0.018868
2 x 3 Plates - Black (architectural hobby und modelbau version),1962,Architecture,0,3,0.000000
Racing Bike Transporter,2015,Traffic,0,94,0.000000
Push-Along Passenger Steam Train,1985,4.5V,1,97,0.010309
Tipper Lorry,1972,Construction,0,15,0.000000
Braptor's Wing Striker,2014,Legends of Chima,4,87,0.045977
Ewok Village,2013,Star Wars Episode 4/5/6,7,385,0.018182
Ferrari 512 S,2014,Promotional,2,26,0.076923
Combat Crawler X2,2007,Exo-Force,2,174,0.011494
Red Player & Goal,2004,Hockey,0,27,0.000000
Iron Man vs. Fighting Drone,2013,Iron Man,0,21,0.000000
"Light Bricks, 4.5V",1987,Service Packs,0,1,0.000000
"Advent Calendar 2012, Friends (Day 11) - Present for Dog",2012,Friends,0,6,0.000000
Brick Pack 100,1998,Classic Basic,0,25,0.000000
Bedroom,1987,Fabuland,3,17,0.176471
Stephanie’s Cool Convertible,2012,Friends,0,87,0.000000
21 Yellow 2x4 Bricks,1969,Supplemental,0,1,0.000000
Vladek's Siege Engine,2004,Knights Kingdom II,1,65,0.015385
Knights' Arsenal,1987,Lion Knights,0,27,0.000000
Police Helicopter,2007,Police,0,26,0.000000
Carbon Star,2006,Tiny Turbos,0,24,0.000000
Witch and Fireplace,1997,Fright Knights,0,18,0.000000
Ambulance,1994,Hospital,1,49,0.020408
Rubber Bands,1985,Technic,0,1,0.000000
NBA Challenge,2003,Basketball,2,95,0.021053
Gadget Project Set,2002,Service Packs,1,14,0.071429
Advent Calendar 2005 Clikits (Day 12) Gift Tag with Icons,2005,Clikits,1,4,0.250000
Advent Calendar 2008 City (Day 16) Police Officer and Camera,2008,City,0,3,0.000000
Web Dash,2014,Legends of Chima,1,33,0.030303
Off Road Racer,2009,Tiny Turbos,0,19,0.000000
Brawny Boxer - Team GB,2012,Team GB,4,6,0.666667
Bat Lord's Catapult,1997,Fright Knights,0,44,0.000000
Transport Chopper,2012,Airport,0,153,0.000000
Riding Stables,2002,Recreation,0,79,0.000000
Auto Pod (Toy Fair Nuernberg Promotion),2004,X-Pod,0,26,0.000000
"Shell Station Brick and Sign, 6 Named Beams",1966,Supplemental,3,12,0.250000
Idea Book 6000,1980,Books,2,2,1.000000
Power Crane,1989,Construction,0,111,0.000000
2 x 2 Dark Green Bricks,2000,Bulk Bricks,0,1,0.000000
Tungster,2015,Series 5,0,31,0.000000
Queen Dragon’s Rescue,2016,Elves,7,302,0.023179
Naboo Fighter,1999,Star Wars Episode 1,2,91,0.021978
Lord of Skull Spiders,2015,Skull Spiders,1,49,0.020408
Paravane,1996,Aquanauts,0,13,0.000000
12V Rail Contact Wire with Transformer Connector with Cap,1974,12V,1,1,1.000000
Playdesk and Bricks,1998,Classic Basic,1,61,0.016393
Zane ZX,2012,Ninjago,5,29,0.172414
Hang Glider,1998,Extreme Team,0,15,0.000000
Competition Ultra Challenge [aka Cyber Stinger],1999,Competition,1,71,0.014085
K-2SO,2016,Star Wars Rogue One,3,61,0.049180
Globert,2015,Series 4,1,28,0.035714
Klutz: LEGO Chain Reactions,2015,Books,0,16,0.000000
Formula Z Car in Storage Case,1998,Znap,1,22,0.045455
Advent Calendar 1999 (Day  1) Plane,1999,Advent Sub-Set,0,10,0.000000
Heavy-Haul Train,2015,Trains,0,336,0.000000
"Baseplates, Red and Blue",1971,Supplemental,0,2,0.000000
Moulding Machines,2011,LEGO Brand Store,0,187,0.000000
CHI Battles,2013,Speedorz,13,59,0.220339
Zoo with Baseboard,1976,Building Set with People,1,93,0.010753
Stephanie's Outdoor Bakery,2012,Friends,0,35,0.000000
Auto Pod,2004,X-Pod,0,26,0.000000
Duplo Large Brick Box,2007,Duplo,0,25,0.000000
Christmas Tree,2011,Christmas,0,27,0.000000
Crane Lorry,1973,Construction,0,24,0.000000
Precinct Cruiser,1989,Police,0,21,0.000000
Best Friends Promotional Brick Set,2012,Friends,2,2,1.000000
"31 bricks with 2, 4 and 6 studs",1969,Supplemental,0,18,0.000000
Bike Shop & Cafe,2014,Creator,0,245,0.000000
Snowman Building Set,2010,Christmas,0,34,0.000000
Maximillian Mouse,1982,Fabuland,0,5,0.000000
Infrared Transmitter with USB Cable,2001,RCX,0,2,0.000000
Laval's Fire Lion,2014,Legends of Chima,2,178,0.011236
Advent Calendar 2010 Kingdoms (Day  2) - Anvil and Forge with Sword,2010,Castle,0,16,0.000000
Monster Scientist,2015,Series 14 Minifigures,5,6,0.833333
Action Comics #1 Superman,2015,Superman,0,64,0.000000
Spaceport Accessories,1995,Town,0,23,0.000000
Fire Formula,1999,Extreme Team,0,28,0.000000
Photosynthesis Student Set,2008,Learning,0,4,0.000000
Pop Star Recording Studio,2015,Friends,0,98,0.000000
Dragon Sculpture (Legoland California),2000,Legoland Parks,0,25,0.000000
Connector Cables for Mindstorms NXT,2006,NXT,0,3,0.000000
LEGO World Denmark Puzzle Promo 2011,2011,Other,1,7,0.142857
"LEGO Town Plan Board, Small Plastic",1956,Town Plan,0,1,0.000000
Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,2014,City,0,10,0.000000
16 Tooth Gears (Pack of 50),2002,Technic,0,1,0.000000
Advent Calendar 2011 Star Wars (Day 13) - R2-Q5,2011,Star Wars,0,3,0.000000
Drink Tumbler,2012,Gear,0,7,0.000000
Truck & Payloader,1977,Construction,0,30,0.000000
Ketar Creature of Stone,2016,Bionicle,1,41,0.024390
Dining Suite,1973,Homemaker,0,11,0.000000
Deluxe Train Set,2013,Duplo,5,71,0.070423
Shuttle Expedition,2011,Sculptures,0,257,0.000000
Kashyyyk Troopers,2014,Star Wars,0,50,0.000000
"2 large baseplates, gray/white",1971,Supplemental,0,2,0.000000
Hover Scout,1999,Rock Raiders,0,29,0.000000
Advent Calendar 2007 City (Day  7) Airline Worker and Radio,2007,City,0,5,0.000000
Mountain Rambler,1991,Off-Road,0,44,0.000000
Swiss Villa,1973,Building,1,72,0.013889
Styracosaurus,2001,Dinosaurs,5,11,0.454545
Country Club,1996,Paradisa,1,119,0.008403
Mini Mobile Crane,2011,Construction,0,74,0.000000
Mining Truck,2012,City,1,93,0.010753
Fun with Vehicles,2012,Creator,0,177,0.000000
The Glob Lobber,2016,Nexo Knights,0,63,0.000000
Fawn's Forest,2013,Animals,0,23,0.000000
Rescue-I Helicopter,1985,Coast Guard,1,56,0.017857
Advent Calendar 2007 Belville (Day  8) Kitten,2007,Belville,0,10,0.000000
Shell Double Tanker,1973,Gas Station,0,23,0.000000
General Grievous Starfighter,2007,Star Wars Episode 3,0,91,0.000000
Jetbug,2011,Villains,1,23,0.043478
Advent Calendar 2000 (Day 24) Santa,2000,Advent Sub-Set,0,11,0.000000
Bulldozer,1979,Expert Builder,0,102,0.000000
Toa Whenua,2004,Toa Metru,0,23,0.000000
Go-Kart,1978,Expert Builder,1,123,0.008130
Angle Brick / Landing Frame,1984,Service Packs,0,2,0.000000
Mechanic - Complete Set,2012,Series 6 Minifigures,3,7,0.428571
35th Anniversary Tub,1998,Basic Set,0,54,0.000000
Paulette Poodle's Living Room,1983,Fabuland,0,10,0.000000
"The Golden Palace, Blue Box",2003,Golden Land,0,103,0.000000
Grand Emporium,2010,Modular Buildings,0,314,0.000000
Heartlake Puppy Daycare,2016,Friends,2,145,0.013793
Dirt Bike,2008,Riding Cycle,0,71,0.000000
Four Car Auto Transport,1970,Vehicle,5,22,0.227273
"1 x 6 x 2 Window, Red or White",1966,Supplemental,0,2,0.000000
Lehvak-Kal,2003,Bohrok-Kal,2,21,0.095238
"Universal Joint, Rubber Bands, and Wheels",1987,Technic,0,6,0.000000
Clikits Bracelet Sample Set,2004,Clikits,0,12,0.000000
Takanuva,2010,Stars,0,12,0.000000
Elton Elephant,1981,Fabuland,1,6,0.166667
Crazy Action Contraptions (Klutz),1998,Technic,0,25,0.000000
Riverside Raid,2014,Ultra Agents,4,53,0.075472
Diesel Locomotive with DB Sticker,1974,12V,0,23,0.000000
Fransesco Bernoulli,2012,Cars,3,34,0.088235
The Good Fairy's House,2000,Fairy-Tale,1,43,0.023256
Dressing Table,2015,Friends,0,16,0.000000
Advent Calendar 2009 City (Day  7) Police Officer with Loudhailer,2009,City,0,5,0.000000
2 x 2 Curved Bricks,1957,Supplemental,0,5,0.000000
Minifigure Beach Accessory Pack,2012,Collectible Minifigures,0,41,0.000000
Propellor Buggy,1999,Off-Road,0,18,0.000000
Snowboarder Guy - Complete Set,2011,Series 5 Minifigures,3,6,0.500000
Police Plane,2012,Police,0,32,0.000000
Ehlek,2007,Barraki,1,26,0.038462
Intelligent House Building Set,1996,Technic,0,83,0.000000
"Create Your Dreams {Canister, blue top}",2003,Basic Set,0,23,0.000000
Freestyle Bucket,1997,Freestyle,1,56,0.017857
Librarian - Complete Set,2013,Series 10 Minifigures,5,7,0.714286
Worm Gear Pack,1992,Technic,0,2,0.000000
"Advent Calendar 2014, Friends (Day 17) - Holiday Fireplace",2014,Friends,0,14,0.000000
Air Patrol,1999,Extreme Team,0,17,0.000000
Gravity Games Promotional Set,2003,Gravity Games,1,14,0.071429
TIE Bomber,2016,Star Wars Episode 1,0,13,0.000000
Red Cannister,2007,Basic Set,0,91,0.000000
Fencer,2015,Series 13 Minifigures,4,6,0.666667
MTT Foil Pack,2016,Star Wars,0,25,0.000000
Le Fleuriste Collector Vase - Monceau Fleurs Blue Chic,2010,Other,0,22,0.000000
Advent Calendar 2014 Star Wars (Day 5) - Clone Trooper Weapon Station,2014,Star Wars,0,10,0.000000
Hoth Attack,2016,Star Wars Episode 4/5/6,0,120,0.000000
Gray Fences,2002,Bulk Bricks,0,4,0.000000
Airplane,1965,Airport,0,28,0.000000
Ultimate Macy,2016,Nexo Knights,3,64,0.046875
Passenger Plane,2010,Airport,0,125,0.000000
Pizza Planet Truck Rescue,2010,Toy Story,6,119,0.050420
Liftarms & Triangles,1996,Technic,0,4,0.000000
The Starlight Inn,2016,Elves,3,184,0.016304
Barrel Escape,2012,An Unexpected Journey,8,140,0.057143
Telekom Race Cyclist and Television Motorbike,2000,Sports,2,25,0.080000
Hulk Lab Smash,2014,Avengers,9,166,0.054217
Snowmobile,2007,Off-Road,0,80,0.000000
LEGO Building Fun,2010,Basic Set,0,123,0.000000
Single-Drum Roller,2009,Construction,1,98,0.010204
Garbage Truck,2007,Traffic,1,92,0.010870
Monthly Mini Model Build March 2014 - Spring Tree,2014,Monthly Mini Model Build,0,24,0.000000
Deep Sea Predator,1995,Aquasharks,1,63,0.015873
Rey,2016,Star Wars Episode 7,2,49,0.040816
Green Lantern,2012,Constraction,3,23,0.130435
Springtime Scene,2013,Seasonal,0,40,0.000000
Dragon Pod,2005,X-Pod,0,30,0.000000
Advent Calendar 2007 Belville (Day  6) Tea Set,2007,Belville,0,8,0.000000
"Red Roof Bricks, Steep Pitch",1986,Supplemental,0,12,0.000000
Titanium Ninja Tumbler,2016,Ninjago,0,128,0.000000
Logging Truck,2012,Technic,1,162,0.006173
"AT-AT, blue box",2004,Star Wars Episode 4/5/6,0,191,0.000000
Pirates' Plunder,1993,Pirates I,0,23,0.000000
THE LEGO MOVIE Everything Is Awesome Edition,2014,Gear,4,6,0.666667
The SHIELD Helicarrier,2015,Avengers,11,519,0.021195
Town Developers Set,2007,Town,0,202,0.000000
"Millennium Falcon (Redesign), Blue box",2003,Star Wars Episode 4/5/6,1,190,0.005263
Tow Truck,2006,Traffic,1,192,0.005208
Arctic Snowmobile,2014,Arctic,0,37,0.000000
The Batmobile: Two-Face's Escape,2006,Batman,5,174,0.028736
Red Ridge Tiles,2004,Bulk Bricks,0,5,0.000000
Dragster,1986,Race,1,18,0.055556
Minecraft Skin Pack,2016,Minecraft,0,1,0.000000
Green Lantern vs. Sinestro,2015,Justice League,11,103,0.106796
Spider-Trike vs. Electro,2014,Spider-Man,3,41,0.073171
Advent Calendar 2009 City (Day 24) Santa and Fireplace,2009,City,0,22,0.000000
AntiMatter’s Portal Hideout,2015,Ultra Agents,6,187,0.032086
Swan (Legoland Deutschland),2003,Legoland Parks,0,23,0.000000
Catwoman Catcycle City Chase,2012,Batman,2,66,0.030303
A-wing Fighter,2000,Star Wars Episode 4/5/6,2,59,0.033898
Viking - Complete Set,2011,Series 4 Minifigures,4,9,0.444444
Speed Racer & Snake Oiler,2008,Speed Racer,3,96,0.031250
Lundor,2015,Legends of Chima,0,10,0.000000
CHI Sir Fangar,2014,Constraction,3,49,0.061224
City Minifigure Collection,2009,Supplemental,1,54,0.018519
Harry Potter Gallery 3 - Dumbledore Ginny Weasley D. Malfoy Snape,2002,Harry Potter,0,1,0.000000
Skybound Plane,2016,Ninjago,0,23,0.000000
Food,2014,Duplo,0,5,0.000000
Elmer Elephant,1982,Fabuland,1,3,0.333333
Ambulance and Helicopter,1973,Hospital,0,19,0.000000
Research Institute,2014,LEGO Ideas and CUUSOO,2,106,0.018868
Orlando Picture Frame,2013,Legoland,0,39,0.000000
The Lighthouse Siege,2016,Ninjago,1,370,0.002703
2 x 4 Plates - Red (architectural hobby und modelbau version),1962,Architecture,0,3,0.000000
Quality Quidditch Supplies,2003,Chamber of Secrets,2,68,0.029412
Jeep,2009,Traffic,0,19,0.000000
Policemen,1977,Building Set with People,0,34,0.000000
Gladiator - Complete Set,2011,Series 5 Minifigures,4,7,0.571429
Rascus (European version without Cards),2004,Knights Kingdom II,0,20,0.000000
"Advent Calendar 2013, City (Day 11)",2013,City,0,11,0.000000
"LEGO Store Grand Opening Exclusive Set, The Woodlands Mall, Houston, TX",2012,LEGO Brand Store,3,15,0.200000
Balta,2006,Matoran of Voya Nui,0,15,0.000000
Lloyd ZX,2012,Ninjago,7,20,0.350000
Eris' Eagle Interceptor,2013,Legends of Chima,1,145,0.006897
Record and Play,2003,Inventor,2,105,0.019048
Fantastic Beasts and Where to Find Them™ Story Pack,2016,Dimensions,5,94,0.053191
Booster Pack Kendo Jay,2012,Ninjago,2,21,0.095238
Van & Caravan,2016,Traffic,1,140,0.007143
Cat's Playground,2013,Animals,0,20,0.000000
The Race to Build It Board Game,1999,Game,0,40,0.000000
Jayko Value Pack 8783 and 8772 with Sword and Helmet,2005,Knights Kingdom II,0,2,0.000000
Disco Diva,2015,Series 13 Minifigures,4,7,0.571429
Mercedes Benz Arocs 3245,2015,Technic,2,252,0.007937
Kohrak,2002,Bohrok,0,20,0.000000
2 x 2 Roof Tiles Steep Sloped Black,2003,Bulk Bricks,0,1,0.000000
Tahu Nuva,2002,Toa Nuva,2,24,0.083333
Click,2009,Bionicle,0,13,0.000000
Naboo Starfighter & Naboo,2012,Star Wars Episode 1,2,43,0.046512
Circus Transport,2013,Duplo,2,9,0.222222
Denken mit Lego (Thinking with Lego 250pcs),1972,Learning,0,6,0.000000
Deep Sea Striker,2010,Atlantis,1,89,0.011236
Large Bucket,1994,Basic Set,0,131,0.000000
Coca-Cola Ball,2002,Soccer,0,1,0.000000
"Slopes and Slopes Double 2 x 3 an 2 x 1, Blue (The Building Toy)",1966,Supplemental,0,4,0.000000
Crocodile,2015,Pick A Model,0,19,0.000000
Gear Wheel Assortment,1987,Technic,0,8,0.000000
Off Road Command Center,2012,Police,0,150,0.000000
Hau Mask - Green Brick (Legoland California),2001,Bionicle,0,26,0.000000
Loadin' Digger,2003,Construction,3,23,0.130435
Assassin Droids Battle Pack,2009,Star Wars Clone Wars,0,54,0.000000
Advent Calendar 2007 City (Day 14) Car Wash Kiosk,2007,City,0,13,0.000000
Snowspeeder,2014,Star Wars,1,139,0.007194
Sports Airplane,1984,Airport,0,9,0.000000
Weight Bricks,1987,Technic,0,3,0.000000
Finnjet Ferry,1977,Ferries,0,45,0.000000
Reconnaisance Helicopter,1977,Expert Builder,0,73,0.000000
LEGO Basic Bricks Deluxe,2008,Supplemental,0,74,0.000000
Coca-Cola Middle Fielder 1,2002,Soccer,0,4,0.000000
Fire Engine,1985,Fire,1,12,0.083333
